subject,cond,word,word_ind,s1_value,s2_value,stamp,id
f0be26ecb356e4b74c9747786e652b4c,0,AUGUST,7,6,7,1/7/19 15:27,150283
f0be26ecb356e4b74c9747786e652b4c,1,DECEMBER,11,8,3,1/7/19 15:27,150284
f0be26ecb356e4b74c9747786e652b4c,0,NOVEMBER,10,12,22,1/7/19 15:27,150285
f0be26ecb356e4b74c9747786e652b4c,0,OCTOBER,9,14,20,1/7/19 15:27,150286
7ced861c3546742d66d8be3dc2e9c6ef,0,JULY,6,6,12,1/7/19 15:27,150287
7ced861c3546742d66d8be3dc2e9c6ef,0,SEPTEMBER,8,10,16,1/7/19 15:27,150288
7ced861c3546742d66d8be3dc2e9c6ef,1,AUGUST,7,8,7,1/7/19 15:27,150289
7ced861c3546742d66d8be3dc2e9c6ef,0,MARCH,2,2,18,1/7/19 15:27,150290
7ced861c3546742d66d8be3dc2e9c6ef,0,JANUARY,0,4,14,1/7/19 15:27,150291
7ced861c3546742d66d8be3dc2e9c6ef,3,FEBRUARY,1,8,2,1/7/19 15:27,150292
7ced861c3546742d66d8be3dc2e9c6ef,4,NOVEMBER,10,8,22,1/7/19 15:27,150293
7ced861c3546742d66d8be3dc2e9c6ef,2,MAY,4,8,25,1/7/19 15:27,150295
7ced861c3546742d66d8be3dc2e9c6ef,0,JUNE,5,12,14,1/7/19 15:27,150294
7ced861c3546742d66d8be3dc2e9c6ef,6,APRIL,3,8,18,1/7/19 15:27,150296
7ced861c3546742d66d8be3dc2e9c6ef,5,OCTOBER,9,8,20,1/7/19 15:27,150297
7ced861c3546742d66d8be3dc2e9c6ef,0,DECEMBER,11,14,3,1/7/19 15:27,150298
c6605cd8b09bb3eb5384c589db9432c6,1,JUNE,5,8,14,1/7/19 15:28,150300
c6605cd8b09bb3eb5384c589db9432c6,5,APRIL,3,8,18,1/7/19 15:28,150299
c6605cd8b09bb3eb5384c589db9432c6,3,FEBRUARY,1,8,2,1/7/19 15:28,150301
c6605cd8b09bb3eb5384c589db9432c6,0,MARCH,2,10,18,1/7/19 15:28,150302
c6605cd8b09bb3eb5384c589db9432c6,4,JANUARY,0,8,14,1/7/19 15:28,150303
c6605cd8b09bb3eb5384c589db9432c6,0,MAY,4,12,25,1/7/19 15:28,150304
c6605cd8b09bb3eb5384c589db9432c6,0,OCTOBER,9,4,20,1/7/19 15:28,150306
c6605cd8b09bb3eb5384c589db9432c6,6,SEPTEMBER,8,8,16,1/7/19 15:28,150307
c6605cd8b09bb3eb5384c589db9432c6,0,AUGUST,7,6,7,1/7/19 15:28,150305
c6605cd8b09bb3eb5384c589db9432c6,2,NOVEMBER,10,8,22,1/7/19 15:28,150308
c6605cd8b09bb3eb5384c589db9432c6,0,DECEMBER,11,2,3,1/7/19 15:28,150309
c6605cd8b09bb3eb5384c589db9432c6,0,JULY,6,14,12,1/7/19 15:28,150310
d9b79b559b6ca78ce6733cad251f13f6,0,JANUARY,0,6,14,1/7/19 15:28,150311
d9b79b559b6ca78ce6733cad251f13f6,5,FEBRUARY,1,8,2,1/7/19 15:28,150312
d9b79b559b6ca78ce6733cad251f13f6,0,MARCH,2,10,18,1/7/19 15:28,150313
d9b79b559b6ca78ce6733cad251f13f6,0,MAY,4,2,25,1/7/19 15:28,150314
d9b79b559b6ca78ce6733cad251f13f6,0,APRIL,3,4,18,1/7/19 15:28,150315
d9b79b559b6ca78ce6733cad251f13f6,1,JUNE,5,8,14,1/7/19 15:28,150316
d9b79b559b6ca78ce6733cad251f13f6,2,JULY,6,8,12,1/7/19 15:28,150317
d9b79b559b6ca78ce6733cad251f13f6,4,SEPTEMBER,8,8,16,1/7/19 15:28,150318
d9b79b559b6ca78ce6733cad251f13f6,0,AUGUST,7,14,7,1/7/19 15:28,150319
d9b79b559b6ca78ce6733cad251f13f6,6,OCTOBER,9,8,20,1/7/19 15:28,150320
d9b79b559b6ca78ce6733cad251f13f6,0,DECEMBER,11,12,3,1/7/19 15:28,150321
d9b79b559b6ca78ce6733cad251f13f6,3,NOVEMBER,10,8,22,1/7/19 15:28,150322
d045f7d79d679a001954320462d4ef40,0,JANUARY,0,14,14,1/7/19 15:28,150323
d045f7d79d679a001954320462d4ef40,4,FEBRUARY,1,8,2,1/7/19 15:28,150324
d045f7d79d679a001954320462d4ef40,1,MARCH,2,8,18,1/7/19 15:28,150325
d045f7d79d679a001954320462d4ef40,6,APRIL,3,8,18,1/7/19 15:28,150326
d045f7d79d679a001954320462d4ef40,0,MAY,4,4,25,1/7/19 15:28,150327
d045f7d79d679a001954320462d4ef40,0,JUNE,5,2,14,1/7/19 15:28,150328
d045f7d79d679a001954320462d4ef40,2,NOVEMBER,10,8,22,1/7/19 15:28,150329
d045f7d79d679a001954320462d4ef40,0,AUGUST,7,6,7,1/7/19 15:28,150330
d045f7d79d679a001954320462d4ef40,3,OCTOBER,9,8,20,1/7/19 15:28,150331
d045f7d79d679a001954320462d4ef40,0,JULY,6,12,12,1/7/19 15:28,150332
d045f7d79d679a001954320462d4ef40,5,SEPTEMBER,8,8,16,1/7/19 15:28,150333
d045f7d79d679a001954320462d4ef40,0,DECEMBER,11,10,3,1/7/19 15:28,150334
5c9cfc553ee7c73646fade4630a1e873,0,MARCH,2,10,18,1/7/19 15:30,150335
5c9cfc553ee7c73646fade4630a1e873,0,FEBRUARY,1,6,2,1/7/19 15:30,150336
5c9cfc553ee7c73646fade4630a1e873,0,JANUARY,0,12,14,1/7/19 15:30,150337
5c9cfc553ee7c73646fade4630a1e873,6,MAY,4,8,25,1/7/19 15:30,150338
5c9cfc553ee7c73646fade4630a1e873,0,APRIL,3,14,18,1/7/19 15:30,150339
5c9cfc553ee7c73646fade4630a1e873,2,JUNE,5,8,14,1/7/19 15:30,150340
5c9cfc553ee7c73646fade4630a1e873,1,DECEMBER,11,8,3,1/7/19 15:30,150341
5c9cfc553ee7c73646fade4630a1e873,3,AUGUST,7,8,7,1/7/19 15:30,150342
5c9cfc553ee7c73646fade4630a1e873,0,OCTOBER,9,4,20,1/7/19 15:30,150343
5c9cfc553ee7c73646fade4630a1e873,4,NOVEMBER,10,8,22,1/7/19 15:30,150344
5c9cfc553ee7c73646fade4630a1e873,0,JULY,6,2,12,1/7/19 15:30,150345
5c9cfc553ee7c73646fade4630a1e873,5,SEPTEMBER,8,8,16,1/7/19 15:30,150346
13c06096e1072b072c3978155f0ebe6b,2,JANUARY,0,8,14,1/7/19 15:41,150347
13c06096e1072b072c3978155f0ebe6b,5,FEBRUARY,1,8,2,1/7/19 15:41,150348
13c06096e1072b072c3978155f0ebe6b,1,MAY,4,8,25,1/7/19 15:41,150349
13c06096e1072b072c3978155f0ebe6b,0,MARCH,2,10,18,1/7/19 15:41,150350
13c06096e1072b072c3978155f0ebe6b,6,APRIL,3,8,18,1/7/19 15:41,150351
13c06096e1072b072c3978155f0ebe6b,0,JUNE,5,6,14,1/7/19 15:41,150352
13c06096e1072b072c3978155f0ebe6b,0,AUGUST,7,12,7,1/7/19 15:41,150353
13c06096e1072b072c3978155f0ebe6b,3,JULY,6,8,12,1/7/19 15:41,150354
13c06096e1072b072c3978155f0ebe6b,0,SEPTEMBER,8,14,16,1/7/19 15:41,150355
13c06096e1072b072c3978155f0ebe6b,4,OCTOBER,9,8,20,1/7/19 15:41,150356
13c06096e1072b072c3978155f0ebe6b,0,NOVEMBER,10,2,22,1/7/19 15:41,150357
13c06096e1072b072c3978155f0ebe6b,0,DECEMBER,11,4,3,1/7/19 15:41,150358
b440bb701a8a445038c4271c8555b99d,1,JUNE,5,8,14,1/7/19 15:42,150359
b440bb701a8a445038c4271c8555b99d,0,MAY,4,2,25,1/7/19 15:42,150360
b440bb701a8a445038c4271c8555b99d,3,FEBRUARY,1,8,2,1/7/19 15:42,150361
b440bb701a8a445038c4271c8555b99d,0,APRIL,3,12,18,1/7/19 15:42,150362
b440bb701a8a445038c4271c8555b99d,2,JANUARY,0,8,14,1/7/19 15:42,150363
b440bb701a8a445038c4271c8555b99d,0,MARCH,2,14,18,1/7/19 15:42,150364
b440bb701a8a445038c4271c8555b99d,0,AUGUST,7,6,7,1/7/19 15:42,150365
b440bb701a8a445038c4271c8555b99d,0,DECEMBER,11,4,3,1/7/19 15:42,150366
b440bb701a8a445038c4271c8555b99d,0,SEPTEMBER,8,10,16,1/7/19 15:42,150367
b440bb701a8a445038c4271c8555b99d,6,NOVEMBER,10,8,22,1/7/19 15:42,150368
b440bb701a8a445038c4271c8555b99d,5,OCTOBER,9,8,20,1/7/19 15:42,150369
b440bb701a8a445038c4271c8555b99d,4,JULY,6,8,12,1/7/19 15:42,150370
7427f2be766973a735af1ef3148c16ad,0,JANUARY,0,10,14,1/7/19 15:47,150371
7427f2be766973a735af1ef3148c16ad,3,FEBRUARY,1,8,2,1/7/19 15:47,150372
7427f2be766973a735af1ef3148c16ad,4,MARCH,2,8,18,1/7/19 15:47,150373
7427f2be766973a735af1ef3148c16ad,0,APRIL,3,6,18,1/7/19 15:47,150374
7427f2be766973a735af1ef3148c16ad,0,MAY,4,12,25,1/7/19 15:47,150375
7427f2be766973a735af1ef3148c16ad,6,JUNE,5,8,14,1/7/19 15:47,150376
7427f2be766973a735af1ef3148c16ad,0,JULY,6,4,12,1/7/19 15:47,150377
7427f2be766973a735af1ef3148c16ad,0,AUGUST,7,14,7,1/7/19 15:47,150378
7427f2be766973a735af1ef3148c16ad,0,SEPTEMBER,8,2,16,1/7/19 15:47,150379
7427f2be766973a735af1ef3148c16ad,1,OCTOBER,9,8,20,1/7/19 15:47,150380
7427f2be766973a735af1ef3148c16ad,5,NOVEMBER,10,8,22,1/7/19 15:47,150381
7427f2be766973a735af1ef3148c16ad,2,DECEMBER,11,8,3,1/7/19 15:47,150382
54689b77c9159d3a14106ad7bd68d163,0,JANUARY,0,2,14,1/7/19 15:48,150383
54689b77c9159d3a14106ad7bd68d163,0,APRIL,3,4,18,1/7/19 15:48,150384
54689b77c9159d3a14106ad7bd68d163,6,MARCH,2,8,18,1/7/19 15:48,150385
54689b77c9159d3a14106ad7bd68d163,0,MAY,4,6,25,1/7/19 15:48,150386
54689b77c9159d3a14106ad7bd68d163,0,FEBRUARY,1,14,2,1/7/19 15:48,150387
54689b77c9159d3a14106ad7bd68d163,0,JUNE,5,10,14,1/7/19 15:48,150388
54689b77c9159d3a14106ad7bd68d163,0,NOVEMBER,10,12,22,1/7/19 15:48,150389
54689b77c9159d3a14106ad7bd68d163,2,DECEMBER,11,8,3,1/7/19 15:48,150390
54689b77c9159d3a14106ad7bd68d163,4,SEPTEMBER,8,8,16,1/7/19 15:48,150391
54689b77c9159d3a14106ad7bd68d163,5,OCTOBER,9,8,20,1/7/19 15:48,150392
54689b77c9159d3a14106ad7bd68d163,1,JULY,6,8,12,1/7/19 15:48,150393
54689b77c9159d3a14106ad7bd68d163,3,AUGUST,7,8,7,1/7/19 15:48,150394
c955b5e48a442eb1d92b76ee93590b14,0,JANUARY,0,12,14,1/7/19 15:49,150395
c955b5e48a442eb1d92b76ee93590b14,0,FEBRUARY,1,6,2,1/7/19 15:49,150396
c955b5e48a442eb1d92b76ee93590b14,5,MARCH,2,8,18,1/7/19 15:49,150397
c955b5e48a442eb1d92b76ee93590b14,0,APRIL,3,14,18,1/7/19 15:49,150398
c955b5e48a442eb1d92b76ee93590b14,4,MAY,4,8,25,1/7/19 15:49,150399
c955b5e48a442eb1d92b76ee93590b14,3,JUNE,5,8,14,1/7/19 15:49,150400
c955b5e48a442eb1d92b76ee93590b14,0,AUGUST,7,4,7,1/7/19 15:49,150401
c955b5e48a442eb1d92b76ee93590b14,1,JULY,6,8,12,1/7/19 15:49,150402
c955b5e48a442eb1d92b76ee93590b14,0,OCTOBER,9,2,20,1/7/19 15:49,150403
c955b5e48a442eb1d92b76ee93590b14,6,NOVEMBER,10,8,22,1/7/19 15:49,150404
c955b5e48a442eb1d92b76ee93590b14,2,SEPTEMBER,8,8,16,1/7/19 15:49,150405
c955b5e48a442eb1d92b76ee93590b14,0,DECEMBER,11,10,3,1/7/19 15:49,150406
95ceb2ca25877918dd9e723ba7d075c6,4,MARCH,2,8,18,1/7/19 15:59,150407
95ceb2ca25877918dd9e723ba7d075c6,0,APRIL,3,2,18,1/7/19 15:59,150408
95ceb2ca25877918dd9e723ba7d075c6,5,FEBRUARY,1,8,2,1/7/19 15:59,150409
95ceb2ca25877918dd9e723ba7d075c6,0,JANUARY,0,4,14,1/7/19 15:59,150410
95ceb2ca25877918dd9e723ba7d075c6,0,JUNE,5,10,14,1/7/19 15:59,150411
95ceb2ca25877918dd9e723ba7d075c6,6,MAY,4,8,25,1/7/19 15:59,150412
95ceb2ca25877918dd9e723ba7d075c6,0,AUGUST,7,6,7,1/7/19 15:59,150414
95ceb2ca25877918dd9e723ba7d075c6,2,JULY,6,8,12,1/7/19 15:59,150413
95ceb2ca25877918dd9e723ba7d075c6,1,OCTOBER,9,8,20,1/7/19 15:59,150415
95ceb2ca25877918dd9e723ba7d075c6,3,SEPTEMBER,8,8,16,1/7/19 15:59,150416
95ceb2ca25877918dd9e723ba7d075c6,0,NOVEMBER,10,12,22,1/7/19 15:59,150417
95ceb2ca25877918dd9e723ba7d075c6,0,DECEMBER,11,14,3,1/7/19 15:59,150418
7ee19094605319dd5216a74adcc4ac84,4,JANUARY,0,8,14,1/7/19 16:04,150419
7ee19094605319dd5216a74adcc4ac84,0,FEBRUARY,1,12,2,1/7/19 16:04,150420
7ee19094605319dd5216a74adcc4ac84,2,APRIL,3,8,18,1/7/19 16:04,150421
7ee19094605319dd5216a74adcc4ac84,6,MARCH,2,8,18,1/7/19 16:04,150422
7ee19094605319dd5216a74adcc4ac84,0,MAY,4,2,25,1/7/19 16:04,150423
7ee19094605319dd5216a74adcc4ac84,3,JUNE,5,8,14,1/7/19 16:04,150424
7ee19094605319dd5216a74adcc4ac84,5,JULY,6,8,12,1/7/19 16:04,150425
7ee19094605319dd5216a74adcc4ac84,0,AUGUST,7,4,7,1/7/19 16:04,150426
7ee19094605319dd5216a74adcc4ac84,1,OCTOBER,9,8,20,1/7/19 16:04,150427
7ee19094605319dd5216a74adcc4ac84,0,SEPTEMBER,8,14,16,1/7/19 16:04,150428
7ee19094605319dd5216a74adcc4ac84,0,NOVEMBER,10,10,22,1/7/19 16:04,150429
7ee19094605319dd5216a74adcc4ac84,0,DECEMBER,11,6,3,1/7/19 16:04,150430
a1db7d28026fb7ea68516c93e7b93767,0,JANUARY,0,14,14,1/7/19 16:14,150431
a1db7d28026fb7ea68516c93e7b93767,0,FEBRUARY,1,2,2,1/7/19 16:14,150432
a1db7d28026fb7ea68516c93e7b93767,1,MARCH,2,8,18,1/7/19 16:14,150433
a1db7d28026fb7ea68516c93e7b93767,0,APRIL,3,6,18,1/7/19 16:14,150434
a1db7d28026fb7ea68516c93e7b93767,3,MAY,4,8,25,1/7/19 16:14,150435
a1db7d28026fb7ea68516c93e7b93767,6,JUNE,5,8,14,1/7/19 16:14,150436
a1db7d28026fb7ea68516c93e7b93767,5,JULY,6,8,12,1/7/19 16:14,150437
a1db7d28026fb7ea68516c93e7b93767,0,AUGUST,7,12,7,1/7/19 16:14,150438
a1db7d28026fb7ea68516c93e7b93767,0,SEPTEMBER,8,10,16,1/7/19 16:14,150439
a1db7d28026fb7ea68516c93e7b93767,4,OCTOBER,9,8,20,1/7/19 16:14,150440
a1db7d28026fb7ea68516c93e7b93767,0,NOVEMBER,10,4,22,1/7/19 16:14,150441
a1db7d28026fb7ea68516c93e7b93767,2,DECEMBER,11,8,3,1/7/19 16:14,150442
85a0cd7fc3c638552d1135c285f7b19c,2,MARCH,2,8,18,1/7/19 16:15,150443
85a0cd7fc3c638552d1135c285f7b19c,0,JANUARY,0,14,14,1/7/19 16:15,150444
85a0cd7fc3c638552d1135c285f7b19c,4,MAY,4,8,25,1/7/19 16:15,150445
85a0cd7fc3c638552d1135c285f7b19c,0,FEBRUARY,1,2,2,1/7/19 16:15,150446
85a0cd7fc3c638552d1135c285f7b19c,0,APRIL,3,10,18,1/7/19 16:15,150447
85a0cd7fc3c638552d1135c285f7b19c,3,JUNE,5,8,14,1/7/19 16:15,150448
85a0cd7fc3c638552d1135c285f7b19c,0,SEPTEMBER,8,6,16,1/7/19 16:15,150449
85a0cd7fc3c638552d1135c285f7b19c,0,DECEMBER,11,12,3,1/7/19 16:15,150450
85a0cd7fc3c638552d1135c285f7b19c,1,AUGUST,7,8,7,1/7/19 16:15,150451
85a0cd7fc3c638552d1135c285f7b19c,0,NOVEMBER,10,4,22,1/7/19 16:15,150452
85a0cd7fc3c638552d1135c285f7b19c,6,JULY,6,8,12,1/7/19 16:15,150453
85a0cd7fc3c638552d1135c285f7b19c,5,OCTOBER,9,8,20,1/7/19 16:15,150454
4b3711c3a81a71e4fb7b05663cfde444,2,JANUARY,0,8,14,1/7/19 16:29,150455
4b3711c3a81a71e4fb7b05663cfde444,0,FEBRUARY,1,14,2,1/7/19 16:29,150456
4b3711c3a81a71e4fb7b05663cfde444,0,MARCH,2,4,18,1/7/19 16:29,150457
4b3711c3a81a71e4fb7b05663cfde444,0,APRIL,3,12,18,1/7/19 16:29,150458
4b3711c3a81a71e4fb7b05663cfde444,0,MAY,4,10,25,1/7/19 16:29,150459
4b3711c3a81a71e4fb7b05663cfde444,1,JUNE,5,8,14,1/7/19 16:29,150460
4b3711c3a81a71e4fb7b05663cfde444,5,JULY,6,8,12,1/7/19 16:29,150461
4b3711c3a81a71e4fb7b05663cfde444,6,AUGUST,7,8,7,1/7/19 16:29,150462
4b3711c3a81a71e4fb7b05663cfde444,0,SEPTEMBER,8,6,16,1/7/19 16:29,150463
4b3711c3a81a71e4fb7b05663cfde444,0,OCTOBER,9,2,20,1/7/19 16:29,150464
4b3711c3a81a71e4fb7b05663cfde444,4,NOVEMBER,10,8,22,1/7/19 16:29,150465
4b3711c3a81a71e4fb7b05663cfde444,3,DECEMBER,11,8,3,1/7/19 16:29,150466
e904133ba40506dd5506690ac695dc1d,0,MARCH,2,2,18,1/7/19 16:51,150467
e904133ba40506dd5506690ac695dc1d,0,JANUARY,0,14,14,1/7/19 16:51,150468
e904133ba40506dd5506690ac695dc1d,6,FEBRUARY,1,8,2,1/7/19 16:51,150469
e904133ba40506dd5506690ac695dc1d,0,MAY,4,10,25,1/7/19 16:51,150470
e904133ba40506dd5506690ac695dc1d,4,APRIL,3,8,18,1/7/19 16:51,150471
e904133ba40506dd5506690ac695dc1d,0,JUNE,5,4,14,1/7/19 16:51,150472
e904133ba40506dd5506690ac695dc1d,0,JULY,6,12,12,1/7/19 16:51,150473
e904133ba40506dd5506690ac695dc1d,2,AUGUST,7,8,7,1/7/19 16:51,150474
e904133ba40506dd5506690ac695dc1d,5,OCTOBER,9,8,20,1/7/19 16:51,150475
e904133ba40506dd5506690ac695dc1d,0,SEPTEMBER,8,6,16,1/7/19 16:51,150476
e904133ba40506dd5506690ac695dc1d,1,NOVEMBER,10,8,22,1/7/19 16:51,150477
e904133ba40506dd5506690ac695dc1d,3,DECEMBER,11,8,3,1/7/19 16:51,150478
0a595955c03507b07bed5a0b31ddceb5,6,MAY,4,8,25,1/7/19 17:05,150479
0a595955c03507b07bed5a0b31ddceb5,0,APRIL,3,10,18,1/7/19 17:05,150480
0a595955c03507b07bed5a0b31ddceb5,4,MARCH,2,8,18,1/7/19 17:05,150481
0a595955c03507b07bed5a0b31ddceb5,0,FEBRUARY,1,2,2,1/7/19 17:05,150482
0a595955c03507b07bed5a0b31ddceb5,0,JUNE,5,6,14,1/7/19 17:05,150483
0a595955c03507b07bed5a0b31ddceb5,1,JANUARY,0,8,14,1/7/19 17:05,150484
0a595955c03507b07bed5a0b31ddceb5,5,JULY,6,8,12,1/7/19 17:05,150485
0a595955c03507b07bed5a0b31ddceb5,0,AUGUST,7,4,7,1/7/19 17:05,150486
0a595955c03507b07bed5a0b31ddceb5,0,SEPTEMBER,8,14,16,1/7/19 17:05,150487
0a595955c03507b07bed5a0b31ddceb5,3,DECEMBER,11,8,3,1/7/19 17:05,150488
0a595955c03507b07bed5a0b31ddceb5,2,NOVEMBER,10,8,22,1/7/19 17:05,150489
0a595955c03507b07bed5a0b31ddceb5,0,OCTOBER,9,12,20,1/7/19 17:05,150490
6e933abaaf9dc05d8cf72659126d6bb5,0,FEBRUARY,1,6,2,1/7/19 17:19,150491
6e933abaaf9dc05d8cf72659126d6bb5,0,MARCH,2,12,18,1/7/19 17:19,150492
6e933abaaf9dc05d8cf72659126d6bb5,0,JANUARY,0,14,14,1/7/19 17:19,150493
6e933abaaf9dc05d8cf72659126d6bb5,2,JUNE,5,8,14,1/7/19 17:19,150494
6e933abaaf9dc05d8cf72659126d6bb5,0,APRIL,3,10,18,1/7/19 17:19,150495
6e933abaaf9dc05d8cf72659126d6bb5,0,MAY,4,4,25,1/7/19 17:19,150496
6e933abaaf9dc05d8cf72659126d6bb5,0,OCTOBER,9,2,20,1/7/19 17:19,150498
6e933abaaf9dc05d8cf72659126d6bb5,1,SEPTEMBER,8,8,16,1/7/19 17:19,150497
6e933abaaf9dc05d8cf72659126d6bb5,4,NOVEMBER,10,8,22,1/7/19 17:19,150499
6e933abaaf9dc05d8cf72659126d6bb5,5,AUGUST,7,8,7,1/7/19 17:19,150500
6e933abaaf9dc05d8cf72659126d6bb5,3,JULY,6,8,12,1/7/19 17:19,150501
6e933abaaf9dc05d8cf72659126d6bb5,6,DECEMBER,11,8,3,1/7/19 17:19,150502
9f1e7cf441732a5959a71792f89c0795,2,FEBRUARY,1,8,2,1/7/19 17:40,150503
9f1e7cf441732a5959a71792f89c0795,6,MAY,4,8,25,1/7/19 17:40,150504
9f1e7cf441732a5959a71792f89c0795,0,JANUARY,0,4,14,1/7/19 17:40,150505
9f1e7cf441732a5959a71792f89c0795,0,MARCH,2,14,18,1/7/19 17:40,150506
9f1e7cf441732a5959a71792f89c0795,5,APRIL,3,8,18,1/7/19 17:40,150507
9f1e7cf441732a5959a71792f89c0795,0,JUNE,5,12,14,1/7/19 17:40,150508
9f1e7cf441732a5959a71792f89c0795,0,AUGUST,7,6,7,1/7/19 17:40,150509
9f1e7cf441732a5959a71792f89c0795,0,JULY,6,2,12,1/7/19 17:40,150510
9f1e7cf441732a5959a71792f89c0795,4,SEPTEMBER,8,8,16,1/7/19 17:40,150511
9f1e7cf441732a5959a71792f89c0795,1,NOVEMBER,10,8,22,1/7/19 17:40,150512
9f1e7cf441732a5959a71792f89c0795,3,OCTOBER,9,8,20,1/7/19 17:40,150513
9f1e7cf441732a5959a71792f89c0795,0,DECEMBER,11,10,3,1/7/19 17:40,150514
e1867c7718f75de7c694d6b1c08f2837,0,JULY,6,6,12,1/9/19 14:58,150527
e1867c7718f75de7c694d6b1c08f2837,0,MAY,4,10,25,1/9/19 14:58,150528
e1867c7718f75de7c694d6b1c08f2837,0,JUNE,5,14,14,1/9/19 14:58,150529
e1867c7718f75de7c694d6b1c08f2837,0,FEBRUARY,1,4,2,1/9/19 14:58,150530
e1867c7718f75de7c694d6b1c08f2837,5,JANUARY,0,8,14,1/9/19 14:58,150531
e1867c7718f75de7c694d6b1c08f2837,3,AUGUST,7,8,7,1/9/19 14:58,150532
e1867c7718f75de7c694d6b1c08f2837,1,MARCH,2,8,18,1/9/19 14:58,150533
e1867c7718f75de7c694d6b1c08f2837,0,APRIL,3,2,18,1/9/19 14:58,150534
e1867c7718f75de7c694d6b1c08f2837,0,SEPTEMBER,8,12,16,1/9/19 14:58,150535
e1867c7718f75de7c694d6b1c08f2837,4,NOVEMBER,10,8,22,1/9/19 14:58,150536
e1867c7718f75de7c694d6b1c08f2837,6,DECEMBER,11,8,3,1/9/19 14:58,150537
e1867c7718f75de7c694d6b1c08f2837,2,OCTOBER,9,8,20,1/9/19 14:58,150538
3a7581d67a3b90919184e0c0d921f78f,0,JANUARY,0,12,14,1/9/19 14:58,150539
3a7581d67a3b90919184e0c0d921f78f,0,FEBRUARY,1,2,2,1/9/19 14:58,150540
3a7581d67a3b90919184e0c0d921f78f,0,MARCH,2,6,18,1/9/19 14:58,150541
3a7581d67a3b90919184e0c0d921f78f,5,APRIL,3,8,18,1/9/19 14:58,150542
3a7581d67a3b90919184e0c0d921f78f,2,MAY,4,8,25,1/9/19 14:58,150543
3a7581d67a3b90919184e0c0d921f78f,0,JULY,6,10,12,1/9/19 14:58,150544
3a7581d67a3b90919184e0c0d921f78f,0,AUGUST,7,4,7,1/9/19 14:58,150545
3a7581d67a3b90919184e0c0d921f78f,4,SEPTEMBER,8,8,16,1/9/19 14:58,150546
3a7581d67a3b90919184e0c0d921f78f,0,OCTOBER,9,14,20,1/9/19 14:58,150547
3a7581d67a3b90919184e0c0d921f78f,1,NOVEMBER,10,8,22,1/9/19 14:58,150548
3a7581d67a3b90919184e0c0d921f78f,3,JUNE,5,8,14,1/9/19 14:58,150549
3a7581d67a3b90919184e0c0d921f78f,6,DECEMBER,11,8,3,1/9/19 14:58,150550
9b2fec63ac4970e5da40ba4ee4473fd1,2,FEBRUARY,1,8,2,1/9/19 14:58,150551
9b2fec63ac4970e5da40ba4ee4473fd1,0,JANUARY,0,10,14,1/9/19 14:58,150552
9b2fec63ac4970e5da40ba4ee4473fd1,0,APRIL,3,2,18,1/9/19 14:58,150553
9b2fec63ac4970e5da40ba4ee4473fd1,3,MARCH,2,8,18,1/9/19 14:58,150554
9b2fec63ac4970e5da40ba4ee4473fd1,0,MAY,4,4,25,1/9/19 14:58,150555
9b2fec63ac4970e5da40ba4ee4473fd1,0,JUNE,5,12,14,1/9/19 14:58,150556
9b2fec63ac4970e5da40ba4ee4473fd1,6,SEPTEMBER,8,8,16,1/9/19 14:58,150557
9b2fec63ac4970e5da40ba4ee4473fd1,4,JULY,6,8,12,1/9/19 14:58,150558
9b2fec63ac4970e5da40ba4ee4473fd1,5,AUGUST,7,8,7,1/9/19 14:58,150559
9b2fec63ac4970e5da40ba4ee4473fd1,0,OCTOBER,9,14,20,1/9/19 14:58,150560
9b2fec63ac4970e5da40ba4ee4473fd1,1,NOVEMBER,10,8,22,1/9/19 14:58,150561
9b2fec63ac4970e5da40ba4ee4473fd1,0,DECEMBER,11,6,3,1/9/19 14:58,150562
d7edd3fd9eb733da63aba6940ea7b185,0,JANUARY,0,14,14,1/9/19 14:59,150563
d7edd3fd9eb733da63aba6940ea7b185,6,FEBRUARY,1,8,2,1/9/19 14:59,150564
d7edd3fd9eb733da63aba6940ea7b185,5,APRIL,3,8,18,1/9/19 14:59,150565
d7edd3fd9eb733da63aba6940ea7b185,0,MARCH,2,10,18,1/9/19 14:59,150566
d7edd3fd9eb733da63aba6940ea7b185,0,MAY,4,2,25,1/9/19 14:59,150567
d7edd3fd9eb733da63aba6940ea7b185,2,JUNE,5,8,14,1/9/19 14:59,150568
d7edd3fd9eb733da63aba6940ea7b185,1,AUGUST,7,8,7,1/9/19 14:59,150569
d7edd3fd9eb733da63aba6940ea7b185,0,JULY,6,12,12,1/9/19 14:59,150570
d7edd3fd9eb733da63aba6940ea7b185,3,NOVEMBER,10,8,22,1/9/19 14:59,150572
d7edd3fd9eb733da63aba6940ea7b185,4,OCTOBER,9,8,20,1/9/19 14:59,150571
d7edd3fd9eb733da63aba6940ea7b185,0,SEPTEMBER,8,4,16,1/9/19 14:59,150573
d7edd3fd9eb733da63aba6940ea7b185,0,DECEMBER,11,6,3,1/9/19 14:59,150574
cd8288a236fa7ad5075ba08a9b78bf8a,0,APRIL,3,2,18,1/9/19 14:59,150575
cd8288a236fa7ad5075ba08a9b78bf8a,0,FEBRUARY,1,4,2,1/9/19 14:59,150576
cd8288a236fa7ad5075ba08a9b78bf8a,0,JUNE,5,10,14,1/9/19 14:59,150577
