subject,word,word_ind,s1_value,s2_value,stamp,id
b668166e8613cb7f200d7b29175bd610,DECEMBER,11,1,3,9/24/18 14:14,107482
b668166e8613cb7f200d7b29175bd610,NOVEMBER,10,9,22,9/24/18 14:14,107483
8f733bd1f0a9ef0322c6029c7ee1143e,JANUARY,0,1,14,9/24/18 14:14,107484
8f733bd1f0a9ef0322c6029c7ee1143e,MARCH,2,2,18,9/24/18 14:14,107485
8f733bd1f0a9ef0322c6029c7ee1143e,APRIL,3,9,18,9/24/18 14:14,107486
8f733bd1f0a9ef0322c6029c7ee1143e,FEBRUARY,1,10,2,9/24/18 14:14,107487
8f733bd1f0a9ef0322c6029c7ee1143e,JULY,6,3,12,9/24/18 14:14,107488
8f733bd1f0a9ef0322c6029c7ee1143e,MAY,4,5,25,9/24/18 14:14,107489
8f733bd1f0a9ef0322c6029c7ee1143e,SEPTEMBER,8,6,16,9/24/18 14:14,107490
8f733bd1f0a9ef0322c6029c7ee1143e,JUNE,5,4,14,9/24/18 14:14,107491
8f733bd1f0a9ef0322c6029c7ee1143e,AUGUST,7,7,7,9/24/18 14:14,107492
8f733bd1f0a9ef0322c6029c7ee1143e,OCTOBER,9,12,20,9/24/18 14:14,107493
8f733bd1f0a9ef0322c6029c7ee1143e,NOVEMBER,10,11,22,9/24/18 14:14,107494
8f733bd1f0a9ef0322c6029c7ee1143e,DECEMBER,11,8,3,9/24/18 14:14,107495
4a71ba332af622fd7e814ae5a406332b,FEBRUARY,1,2,2,9/24/18 14:15,107496
4a71ba332af622fd7e814ae5a406332b,MARCH,2,7,18,9/24/18 14:15,107497
4a71ba332af622fd7e814ae5a406332b,JANUARY,0,11,14,9/24/18 14:15,107498
4a71ba332af622fd7e814ae5a406332b,MAY,4,3,25,9/24/18 14:15,107499
4a71ba332af622fd7e814ae5a406332b,APRIL,3,5,18,9/24/18 14:15,107500
4a71ba332af622fd7e814ae5a406332b,JUNE,5,12,14,9/24/18 14:15,107501
4a71ba332af622fd7e814ae5a406332b,SEPTEMBER,8,8,16,9/24/18 14:15,107502
4a71ba332af622fd7e814ae5a406332b,NOVEMBER,10,6,22,9/24/18 14:15,107503
4a71ba332af622fd7e814ae5a406332b,JULY,6,4,12,9/24/18 14:15,107504
4a71ba332af622fd7e814ae5a406332b,AUGUST,7,10,7,9/24/18 14:15,107505
4a71ba332af622fd7e814ae5a406332b,OCTOBER,9,9,20,9/24/18 14:15,107506
4a71ba332af622fd7e814ae5a406332b,DECEMBER,11,1,3,9/24/18 14:15,107507
973563c9d5259b08d21ac79c702b8e0e,FEBRUARY,1,3,2,9/24/18 14:15,107508
973563c9d5259b08d21ac79c702b8e0e,APRIL,3,9,18,9/24/18 14:15,107509
973563c9d5259b08d21ac79c702b8e0e,MARCH,2,6,18,9/24/18 14:15,107510
973563c9d5259b08d21ac79c702b8e0e,JANUARY,0,8,14,9/24/18 14:15,107511
973563c9d5259b08d21ac79c702b8e0e,JUNE,5,5,14,9/24/18 14:15,107512
973563c9d5259b08d21ac79c702b8e0e,MAY,4,7,25,9/24/18 14:15,107513
973563c9d5259b08d21ac79c702b8e0e,AUGUST,7,1,7,9/24/18 14:15,107514
973563c9d5259b08d21ac79c702b8e0e,JULY,6,2,12,9/24/18 14:15,107515
973563c9d5259b08d21ac79c702b8e0e,OCTOBER,9,10,20,9/24/18 14:15,107516
973563c9d5259b08d21ac79c702b8e0e,SEPTEMBER,8,12,16,9/24/18 14:15,107517
973563c9d5259b08d21ac79c702b8e0e,NOVEMBER,10,4,22,9/24/18 14:15,107518
973563c9d5259b08d21ac79c702b8e0e,DECEMBER,11,11,3,9/24/18 14:15,107519
a5b3dedf29964b8df540ea8212d9bfa4,JANUARY,0,7,14,9/24/18 14:15,107521
a5b3dedf29964b8df540ea8212d9bfa4,MAY,4,3,25,9/24/18 14:15,107520
a5b3dedf29964b8df540ea8212d9bfa4,JULY,6,4,12,9/24/18 14:15,107522
a5b3dedf29964b8df540ea8212d9bfa4,JUNE,5,11,14,9/24/18 14:15,107523
a5b3dedf29964b8df540ea8212d9bfa4,APRIL,3,5,18,9/24/18 14:15,107524
a5b3dedf29964b8df540ea8212d9bfa4,FEBRUARY,1,2,2,9/24/18 14:15,107525
a5b3dedf29964b8df540ea8212d9bfa4,MARCH,2,6,18,9/24/18 14:15,107526
a5b3dedf29964b8df540ea8212d9bfa4,SEPTEMBER,8,9,16,9/24/18 14:15,107527
a5b3dedf29964b8df540ea8212d9bfa4,AUGUST,7,1,7,9/24/18 14:15,107528
a5b3dedf29964b8df540ea8212d9bfa4,DECEMBER,11,8,3,9/24/18 14:15,107529
a5b3dedf29964b8df540ea8212d9bfa4,OCTOBER,9,10,20,9/24/18 14:15,107530
a5b3dedf29964b8df540ea8212d9bfa4,NOVEMBER,10,12,22,9/24/18 14:15,107531
a27c6b6fae67d3025749f3fb4d1b4752,JANUARY,0,12,14,9/24/18 14:15,107532
a27c6b6fae67d3025749f3fb4d1b4752,FEBRUARY,1,7,2,9/24/18 14:15,107533
a27c6b6fae67d3025749f3fb4d1b4752,MARCH,2,3,18,9/24/18 14:15,107534
a27c6b6fae67d3025749f3fb4d1b4752,APRIL,3,11,18,9/24/18 14:15,107535
a27c6b6fae67d3025749f3fb4d1b4752,JUNE,5,6,14,9/24/18 14:15,107536
a27c6b6fae67d3025749f3fb4d1b4752,MAY,4,1,25,9/24/18 14:15,107537
a27c6b6fae67d3025749f3fb4d1b4752,JULY,6,8,12,9/24/18 14:15,107538
a27c6b6fae67d3025749f3fb4d1b4752,AUGUST,7,2,7,9/24/18 14:15,107539
a27c6b6fae67d3025749f3fb4d1b4752,OCTOBER,9,9,20,9/24/18 14:15,107540
a27c6b6fae67d3025749f3fb4d1b4752,SEPTEMBER,8,5,16,9/24/18 14:15,107541
a27c6b6fae67d3025749f3fb4d1b4752,NOVEMBER,10,10,22,9/24/18 14:15,107542
a27c6b6fae67d3025749f3fb4d1b4752,DECEMBER,11,4,3,9/24/18 14:15,107543
19173ede9570a0115ec27634bc26ee6e,FEBRUARY,1,7,2,9/24/18 14:15,107544
19173ede9570a0115ec27634bc26ee6e,JANUARY,0,9,14,9/24/18 14:15,107545
19173ede9570a0115ec27634bc26ee6e,MARCH,2,6,18,9/24/18 14:15,107546
19173ede9570a0115ec27634bc26ee6e,APRIL,3,10,18,9/24/18 14:15,107547
19173ede9570a0115ec27634bc26ee6e,MAY,4,1,25,9/24/18 14:15,107548
19173ede9570a0115ec27634bc26ee6e,JUNE,5,11,14,9/24/18 14:15,107549
19173ede9570a0115ec27634bc26ee6e,JULY,6,2,12,9/24/18 14:15,107550
19173ede9570a0115ec27634bc26ee6e,OCTOBER,9,3,20,9/24/18 14:15,107551
19173ede9570a0115ec27634bc26ee6e,AUGUST,7,5,7,9/24/18 14:15,107552
19173ede9570a0115ec27634bc26ee6e,SEPTEMBER,8,4,16,9/24/18 14:15,107553
19173ede9570a0115ec27634bc26ee6e,NOVEMBER,10,12,22,9/24/18 14:15,107554
19173ede9570a0115ec27634bc26ee6e,DECEMBER,11,8,3,9/24/18 14:15,107555
00c0d657b42ffef460fa0cacfec1d628,MAY,4,9,25,9/24/18 14:15,107556
00c0d657b42ffef460fa0cacfec1d628,APRIL,3,4,18,9/24/18 14:15,107557
00c0d657b42ffef460fa0cacfec1d628,FEBRUARY,1,7,2,9/24/18 14:15,107558
00c0d657b42ffef460fa0cacfec1d628,JANUARY,0,5,14,9/24/18 14:15,107559
00c0d657b42ffef460fa0cacfec1d628,JUNE,5,2,14,9/24/18 14:15,107560
00c0d657b42ffef460fa0cacfec1d628,MARCH,2,10,18,9/24/18 14:15,107561
00c0d657b42ffef460fa0cacfec1d628,SEPTEMBER,8,1,16,9/24/18 14:15,107562
00c0d657b42ffef460fa0cacfec1d628,NOVEMBER,10,8,22,9/24/18 14:15,107563
00c0d657b42ffef460fa0cacfec1d628,JULY,6,6,12,9/24/18 14:15,107564
00c0d657b42ffef460fa0cacfec1d628,OCTOBER,9,3,20,9/24/18 14:15,107565
00c0d657b42ffef460fa0cacfec1d628,AUGUST,7,12,7,9/24/18 14:15,107566
00c0d657b42ffef460fa0cacfec1d628,DECEMBER,11,11,3,9/24/18 14:15,107567
41c5d5c6714d20888aec6ebbc941be4b,APRIL,3,7,18,9/24/18 14:15,107568
41c5d5c6714d20888aec6ebbc941be4b,JANUARY,0,4,14,9/24/18 14:15,107569
41c5d5c6714d20888aec6ebbc941be4b,FEBRUARY,1,10,2,9/24/18 14:15,107570
41c5d5c6714d20888aec6ebbc941be4b,MARCH,2,8,18,9/24/18 14:15,107571
41c5d5c6714d20888aec6ebbc941be4b,JUNE,5,3,14,9/24/18 14:15,107572
41c5d5c6714d20888aec6ebbc941be4b,MAY,4,5,25,9/24/18 14:15,107573
41c5d5c6714d20888aec6ebbc941be4b,JULY,6,1,12,9/24/18 14:15,107575
41c5d5c6714d20888aec6ebbc941be4b,OCTOBER,9,11,20,9/24/18 14:15,107574
41c5d5c6714d20888aec6ebbc941be4b,NOVEMBER,10,2,22,9/24/18 14:15,107576
41c5d5c6714d20888aec6ebbc941be4b,DECEMBER,11,6,3,9/24/18 14:15,107577
41c5d5c6714d20888aec6ebbc941be4b,AUGUST,7,9,7,9/24/18 14:15,107578
41c5d5c6714d20888aec6ebbc941be4b,SEPTEMBER,8,12,16,9/24/18 14:15,107579
10e5ac70b377cdd7053500381fe30a8e,APRIL,3,11,18,9/24/18 14:15,107581
10e5ac70b377cdd7053500381fe30a8e,FEBRUARY,1,3,2,9/24/18 14:15,107580
10e5ac70b377cdd7053500381fe30a8e,JANUARY,0,8,14,9/24/18 14:15,107582
10e5ac70b377cdd7053500381fe30a8e,MARCH,2,9,18,9/24/18 14:15,107583
10e5ac70b377cdd7053500381fe30a8e,JUNE,5,2,14,9/24/18 14:15,107584
10e5ac70b377cdd7053500381fe30a8e,MAY,4,4,25,9/24/18 14:15,107585
10e5ac70b377cdd7053500381fe30a8e,SEPTEMBER,8,5,16,9/24/18 14:15,107586
10e5ac70b377cdd7053500381fe30a8e,JULY,6,6,12,9/24/18 14:15,107587
10e5ac70b377cdd7053500381fe30a8e,AUGUST,7,1,7,9/24/18 14:15,107588
10e5ac70b377cdd7053500381fe30a8e,NOVEMBER,10,12,22,9/24/18 14:15,107589
10e5ac70b377cdd7053500381fe30a8e,OCTOBER,9,7,20,9/24/18 14:15,107590
10e5ac70b377cdd7053500381fe30a8e,DECEMBER,11,10,3,9/24/18 14:15,107591
e3efea74d8f8efdeae6e08d4a71d7b17,JANUARY,0,9,14,9/24/18 14:15,107592
e3efea74d8f8efdeae6e08d4a71d7b17,FEBRUARY,1,10,2,9/24/18 14:15,107593
e3efea74d8f8efdeae6e08d4a71d7b17,APRIL,3,12,18,9/24/18 14:15,107594
e3efea74d8f8efdeae6e08d4a71d7b17,MARCH,2,11,18,9/24/18 14:15,107595
e3efea74d8f8efdeae6e08d4a71d7b17,MAY,4,3,25,9/24/18 14:15,107596
e3efea74d8f8efdeae6e08d4a71d7b17,JUNE,5,6,14,9/24/18 14:15,107597
e3efea74d8f8efdeae6e08d4a71d7b17,AUGUST,7,1,7,9/24/18 14:15,107598
e3efea74d8f8efdeae6e08d4a71d7b17,SEPTEMBER,8,4,16,9/24/18 14:15,107599
e3efea74d8f8efdeae6e08d4a71d7b17,JULY,6,8,12,9/24/18 14:15,107600
e3efea74d8f8efdeae6e08d4a71d7b17,OCTOBER,9,2,20,9/24/18 14:15,107601
e3efea74d8f8efdeae6e08d4a71d7b17,DECEMBER,11,5,3,9/24/18 14:15,107602
e3efea74d8f8efdeae6e08d4a71d7b17,NOVEMBER,10,7,22,9/24/18 14:15,107603
5948ff3b812a50d8767377833bcda877,FEBRUARY,1,1,2,9/24/18 14:15,107604
5948ff3b812a50d8767377833bcda877,JANUARY,0,8,14,9/24/18 14:15,107605
5948ff3b812a50d8767377833bcda877,APRIL,3,6,18,9/24/18 14:15,107606
5948ff3b812a50d8767377833bcda877,MARCH,2,4,18,9/24/18 14:15,107607
5948ff3b812a50d8767377833bcda877,MAY,4,2,25,9/24/18 14:15,107608
5948ff3b812a50d8767377833bcda877,JUNE,5,5,14,9/24/18 14:15,107609
5948ff3b812a50d8767377833bcda877,AUGUST,7,9,7,9/24/18 14:15,107610
5948ff3b812a50d8767377833bcda877,SEPTEMBER,8,11,16,9/24/18 14:15,107611
5948ff3b812a50d8767377833bcda877,OCTOBER,9,12,20,9/24/18 14:15,107612
5948ff3b812a50d8767377833bcda877,JULY,6,7,12,9/24/18 14:15,107613
5948ff3b812a50d8767377833bcda877,NOVEMBER,10,3,22,9/24/18 14:15,107614
5948ff3b812a50d8767377833bcda877,DECEMBER,11,10,3,9/24/18 14:15,107615
c58c91333885785883dcfa6b3fd17d07,JANUARY,0,10,14,9/24/18 14:15,107616
c58c91333885785883dcfa6b3fd17d07,FEBRUARY,1,8,2,9/24/18 14:15,107617
c58c91333885785883dcfa6b3fd17d07,APRIL,3,5,18,9/24/18 14:15,107618
c58c91333885785883dcfa6b3fd17d07,MARCH,2,7,18,9/24/18 14:15,107619
c58c91333885785883dcfa6b3fd17d07,JUNE,5,4,14,9/24/18 14:15,107620
c58c91333885785883dcfa6b3fd17d07,MAY,4,9,25,9/24/18 14:15,107621
c58c91333885785883dcfa6b3fd17d07,JULY,6,3,12,9/24/18 14:15,107622
c58c91333885785883dcfa6b3fd17d07,SEPTEMBER,8,11,16,9/24/18 14:15,107623
c58c91333885785883dcfa6b3fd17d07,AUGUST,7,2,7,9/24/18 14:15,107624
c58c91333885785883dcfa6b3fd17d07,NOVEMBER,10,1,22,9/24/18 14:15,107625
c58c91333885785883dcfa6b3fd17d07,OCTOBER,9,6,20,9/24/18 14:15,107626
c58c91333885785883dcfa6b3fd17d07,DECEMBER,11,12,3,9/24/18 14:15,107627
2850a99b61466115f4d4fe5edf6ab2df,FEBRUARY,1,5,2,9/24/18 14:16,107628
2850a99b61466115f4d4fe5edf6ab2df,APRIL,3,12,18,9/24/18 14:16,107629
2850a99b61466115f4d4fe5edf6ab2df,MARCH,2,1,18,9/24/18 14:16,107630
2850a99b61466115f4d4fe5edf6ab2df,JANUARY,0,3,14,9/24/18 14:16,107631
2850a99b61466115f4d4fe5edf6ab2df,JUNE,5,11,14,9/24/18 14:16,107632
2850a99b61466115f4d4fe5edf6ab2df,MAY,4,9,25,9/24/18 14:16,107633
2850a99b61466115f4d4fe5edf6ab2df,SEPTEMBER,8,2,16,9/24/18 14:16,107634
2850a99b61466115f4d4fe5edf6ab2df,OCTOBER,9,8,20,9/24/18 14:16,107635
2850a99b61466115f4d4fe5edf6ab2df,AUGUST,7,10,7,9/24/18 14:16,107636
2850a99b61466115f4d4fe5edf6ab2df,NOVEMBER,10,6,22,9/24/18 14:16,107637
2850a99b61466115f4d4fe5edf6ab2df,DECEMBER,11,7,3,9/24/18 14:16,107638
2850a99b61466115f4d4fe5edf6ab2df,JULY,6,4,12,9/24/18 14:16,107639
c31767dd3ced2d9a9da1a4925dc09b44,JANUARY,0,4,14,9/24/18 14:16,107640
c31767dd3ced2d9a9da1a4925dc09b44,FEBRUARY,1,7,2,9/24/18 14:16,107641
c31767dd3ced2d9a9da1a4925dc09b44,MAY,4,3,25,9/24/18 14:16,107642
c31767dd3ced2d9a9da1a4925dc09b44,JUNE,5,2,14,9/24/18 14:16,107643
c31767dd3ced2d9a9da1a4925dc09b44,MARCH,2,6,18,9/24/18 14:16,107644
c31767dd3ced2d9a9da1a4925dc09b44,APRIL,3,1,18,9/24/18 14:16,107645
c31767dd3ced2d9a9da1a4925dc09b44,AUGUST,7,5,7,9/24/18 14:16,107646
c31767dd3ced2d9a9da1a4925dc09b44,JULY,6,8,12,9/24/18 14:16,107647
c31767dd3ced2d9a9da1a4925dc09b44,SEPTEMBER,8,9,16,9/24/18 14:16,107648
c31767dd3ced2d9a9da1a4925dc09b44,NOVEMBER,10,12,22,9/24/18 14:16,107649
c31767dd3ced2d9a9da1a4925dc09b44,OCTOBER,9,10,20,9/24/18 14:16,107650
c31767dd3ced2d9a9da1a4925dc09b44,DECEMBER,11,11,3,9/24/18 14:16,107651
8dd5046e66018e0359d87fa184722045,FEBRUARY,1,10,2,9/24/18 14:16,107652
8dd5046e66018e0359d87fa184722045,JANUARY,0,6,14,9/24/18 14:16,107653
8dd5046e66018e0359d87fa184722045,MAY,4,5,25,9/24/18 14:16,107654
8dd5046e66018e0359d87fa184722045,JUNE,5,3,14,9/24/18 14:16,107655
8dd5046e66018e0359d87fa184722045,AUGUST,7,12,7,9/24/18 14:16,107656
8dd5046e66018e0359d87fa184722045,SEPTEMBER,8,8,16,9/24/18 14:16,107657
8dd5046e66018e0359d87fa184722045,APRIL,3,7,18,9/24/18 14:16,107658
8dd5046e66018e0359d87fa184722045,JULY,6,4,12,9/24/18 14:16,107659
8dd5046e66018e0359d87fa184722045,MARCH,2,2,18,9/24/18 14:16,107660
8dd5046e66018e0359d87fa184722045,OCTOBER,9,11,20,9/24/18 14:16,107661
8dd5046e66018e0359d87fa184722045,NOVEMBER,10,9,22,9/24/18 14:16,107662
8dd5046e66018e0359d87fa184722045,DECEMBER,11,1,3,9/24/18 14:16,107663
9533a48ae965ee6032b3c572a6ce309e,FEBRUARY,1,3,2,9/24/18 14:16,107664
9533a48ae965ee6032b3c572a6ce309e,JUNE,5,12,14,9/24/18 14:16,107665
9533a48ae965ee6032b3c572a6ce309e,APRIL,3,9,18,9/24/18 14:16,107666
9533a48ae965ee6032b3c572a6ce309e,MARCH,2,2,18,9/24/18 14:16,107667
9533a48ae965ee6032b3c572a6ce309e,JANUARY,0,5,14,9/24/18 14:16,107668
9533a48ae965ee6032b3c572a6ce309e,MAY,4,1,25,9/24/18 14:16,107669
9533a48ae965ee6032b3c572a6ce309e,JULY,6,10,12,9/24/18 14:16,107670
9533a48ae965ee6032b3c572a6ce309e,SEPTEMBER,8,11,16,9/24/18 14:16,107671
9533a48ae965ee6032b3c572a6ce309e,AUGUST,7,4,7,9/24/18 14:16,107672
9533a48ae965ee6032b3c572a6ce309e,OCTOBER,9,6,20,9/24/18 14:16,107673
9533a48ae965ee6032b3c572a6ce309e,NOVEMBER,10,7,22,9/24/18 14:16,107674
9533a48ae965ee6032b3c572a6ce309e,DECEMBER,11,8,3,9/24/18 14:16,107675
9110fd63063c1642284cfb070e2197c8,FEBRUARY,1,4,2,9/24/18 14:16,107676
9110fd63063c1642284cfb070e2197c8,JANUARY,0,5,14,9/24/18 14:16,107677
9110fd63063c1642284cfb070e2197c8,APRIL,3,10,18,9/24/18 14:16,107678
9110fd63063c1642284cfb070e2197c8,MARCH,2,6,18,9/24/18 14:16,107679
9110fd63063c1642284cfb070e2197c8,MAY,4,1,25,9/24/18 14:16,107680
9110fd63063c1642284cfb070e2197c8,JUNE,5,9,14,9/24/18 14:16,107681
9110fd63063c1642284cfb070e2197c8,AUGUST,7,3,7,9/24/18 14:16,107682
9110fd63063c1642284cfb070e2197c8,JULY,6,8,12,9/24/18 14:16,107683
9110fd63063c1642284cfb070e2197c8,SEPTEMBER,8,11,16,9/24/18 14:16,107684
9110fd63063c1642284cfb070e2197c8,OCTOBER,9,7,20,9/24/18 14:16,107685
9110fd63063c1642284cfb070e2197c8,NOVEMBER,10,12,22,9/24/18 14:16,107686
9110fd63063c1642284cfb070e2197c8,DECEMBER,11,2,3,9/24/18 14:16,107687
a8373c32979b56e1468019803aa315bc,JANUARY,0,10,14,9/24/18 14:16,107688
a8373c32979b56e1468019803aa315bc,FEBRUARY,1,5,2,9/24/18 14:16,107689
a8373c32979b56e1468019803aa315bc,MARCH,2,1,18,9/24/18 14:16,107690
a8373c32979b56e1468019803aa315bc,APRIL,3,9,18,9/24/18 14:16,107691
2fd44f02d10d48a81ca3139d24c92940,JANUARY,0,3,14,9/24/18 14:16,107692
a8373c32979b56e1468019803aa315bc,MAY,4,2,25,9/24/18 14:16,107693
2fd44f02d10d48a81ca3139d24c92940,JUNE,5,5,14,9/24/18 14:16,107694
a8373c32979b56e1468019803aa315bc,JUNE,5,4,14,9/24/18 14:16,107695
2fd44f02d10d48a81ca3139d24c92940,MAY,4,10,25,9/24/18 14:16,107696
2fd44f02d10d48a81ca3139d24c92940,APRIL,3,8,18,9/24/18 14:16,107697
2fd44f02d10d48a81ca3139d24c92940,MARCH,2,1,18,9/24/18 14:16,107698
2fd44f02d10d48a81ca3139d24c92940,FEBRUARY,1,11,2,9/24/18 14:16,107699
a8373c32979b56e1468019803aa315bc,JULY,6,6,12,9/24/18 14:16,107700
a8373c32979b56e1468019803aa315bc,AUGUST,7,3,7,9/24/18 14:16,107701
a8373c32979b56e1468019803aa315bc,SEPTEMBER,8,7,16,9/24/18 14:16,107702
2fd44f02d10d48a81ca3139d24c92940,JULY,6,2,12,9/24/18 14:16,107703
2fd44f02d10d48a81ca3139d24c92940,SEPTEMBER,8,7,16,9/24/18 14:16,107704
a8373c32979b56e1468019803aa315bc,OCTOBER,9,12,20,9/24/18 14:16,107705
2fd44f02d10d48a81ca3139d24c92940,AUGUST,7,4,7,9/24/18 14:16,107706
2fd44f02d10d48a81ca3139d24c92940,OCTOBER,9,9,20,9/24/18 14:16,107707
a8373c32979b56e1468019803aa315bc,NOVEMBER,10,11,22,9/24/18 14:16,107708
2fd44f02d10d48a81ca3139d24c92940,NOVEMBER,10,6,22,9/24/18 14:16,107709
a8373c32979b56e1468019803aa315bc,DECEMBER,11,8,3,9/24/18 14:16,107710
2fd44f02d10d48a81ca3139d24c92940,DECEMBER,11,12,3,9/24/18 14:16,107711
05a987771e1c717438918e4f309a4bb6,FEBRUARY,1,4,2,9/24/18 14:16,107712
05a987771e1c717438918e4f309a4bb6,APRIL,3,12,18,9/24/18 14:16,107713
05a987771e1c717438918e4f309a4bb6,MARCH,2,5,18,9/24/18 14:16,107714
05a987771e1c717438918e4f309a4bb6,JUNE,5,1,14,9/24/18 14:16,107715
05a987771e1c717438918e4f309a4bb6,MAY,4,10,25,9/24/18 14:16,107716
05a987771e1c717438918e4f309a4bb6,JANUARY,0,7,14,9/24/18 14:16,107717
05a987771e1c717438918e4f309a4bb6,DECEMBER,11,11,3,9/24/18 14:16,107718
05a987771e1c717438918e4f309a4bb6,AUGUST,7,8,7,9/24/18 14:16,107719
05a987771e1c717438918e4f309a4bb6,OCTOBER,9,9,20,9/24/18 14:16,107720
05a987771e1c717438918e4f309a4bb6,JULY,6,3,12,9/24/18 14:16,107721
05a987771e1c717438918e4f309a4bb6,SEPTEMBER,8,2,16,9/24/18 14:16,107722
05a987771e1c717438918e4f309a4bb6,NOVEMBER,10,6,22,9/24/18 14:16,107723
27f222f412eca922221b33f5e1cbafbf,JANUARY,0,2,14,9/24/18 14:16,107724
27f222f412eca922221b33f5e1cbafbf,FEBRUARY,1,4,2,9/24/18 14:16,107725
27f222f412eca922221b33f5e1cbafbf,MARCH,2,3,18,9/24/18 14:16,107726
27f222f412eca922221b33f5e1cbafbf,APRIL,3,5,18,9/24/18 14:16,107727
27f222f412eca922221b33f5e1cbafbf,MAY,4,7,25,9/24/18 14:16,107728
27f222f412eca922221b33f5e1cbafbf,JUNE,5,12,14,9/24/18 14:16,107729
27f222f412eca922221b33f5e1cbafbf,JULY,6,8,12,9/24/18 14:16,107730
27f222f412eca922221b33f5e1cbafbf,AUGUST,7,10,7,9/24/18 14:16,107731
27f222f412eca922221b33f5e1cbafbf,SEPTEMBER,8,9,16,9/24/18 14:16,107732
27f222f412eca922221b33f5e1cbafbf,OCTOBER,9,1,20,9/24/18 14:16,107733
27f222f412eca922221b33f5e1cbafbf,NOVEMBER,10,6,22,9/24/18 14:16,107734
27f222f412eca922221b33f5e1cbafbf,DECEMBER,11,11,3,9/24/18 14:16,107735
03cf4bda28bd68ff4db584bf53287c53,JANUARY,0,5,14,9/24/18 14:16,107736
03cf4bda28bd68ff4db584bf53287c53,FEBRUARY,1,3,2,9/24/18 14:16,107737
03cf4bda28bd68ff4db584bf53287c53,MAY,4,7,25,9/24/18 14:16,107738
03cf4bda28bd68ff4db584bf53287c53,JUNE,5,8,14,9/24/18 14:16,107739
03cf4bda28bd68ff4db584bf53287c53,MARCH,2,11,18,9/24/18 14:16,107740
03cf4bda28bd68ff4db584bf53287c53,APRIL,3,2,18,9/24/18 14:16,107741
03cf4bda28bd68ff4db584bf53287c53,JULY,6,12,12,9/24/18 14:16,107742
03cf4bda28bd68ff4db584bf53287c53,DECEMBER,11,6,3,9/24/18 14:16,107743
03cf4bda28bd68ff4db584bf53287c53,OCTOBER,9,10,20,9/24/18 14:16,107744
03cf4bda28bd68ff4db584bf53287c53,AUGUST,7,9,7,9/24/18 14:16,107745
03cf4bda28bd68ff4db584bf53287c53,NOVEMBER,10,1,22,9/24/18 14:16,107746
03cf4bda28bd68ff4db584bf53287c53,SEPTEMBER,8,4,16,9/24/18 14:16,107747
6e79cbf2b02f3edb83da15fba8052084,JANUARY,0,9,14,9/24/18 14:16,107748
6e79cbf2b02f3edb83da15fba8052084,APRIL,3,11,18,9/24/18 14:16,107749
6e79cbf2b02f3edb83da15fba8052084,FEBRUARY,1,6,2,9/24/18 14:16,107750
6e79cbf2b02f3edb83da15fba8052084,MAY,4,5,25,9/24/18 14:16,107751
6e79cbf2b02f3edb83da15fba8052084,MARCH,2,10,18,9/24/18 14:16,107752
6e79cbf2b02f3edb83da15fba8052084,JULY,6,1,12,9/24/18 14:16,107753
6e79cbf2b02f3edb83da15fba8052084,AUGUST,7,8,7,9/24/18 14:16,107754
6e79cbf2b02f3edb83da15fba8052084,SEPTEMBER,8,3,16,9/24/18 14:16,107755
6e79cbf2b02f3edb83da15fba8052084,OCTOBER,9,4,20,9/24/18 14:16,107756
6e79cbf2b02f3edb83da15fba8052084,NOVEMBER,10,2,22,9/24/18 14:16,107757
6e79cbf2b02f3edb83da15fba8052084,DECEMBER,11,7,3,9/24/18 14:16,107758
6e79cbf2b02f3edb83da15fba8052084,JUNE,5,12,14,9/24/18 14:16,107759
f27a2cd79ab8f58673bdfcbd7bec266f,MAY,4,12,25,9/24/18 14:16,107760
f27a2cd79ab8f58673bdfcbd7bec266f,APRIL,3,2,18,9/24/18 14:16,107761
f27a2cd79ab8f58673bdfcbd7bec266f,MARCH,2,1,18,9/24/18 14:16,107762
f27a2cd79ab8f58673bdfcbd7bec266f,JANUARY,0,8,14,9/24/18 14:16,107763
f27a2cd79ab8f58673bdfcbd7bec266f,FEBRUARY,1,10,2,9/24/18 14:16,107764
f27a2cd79ab8f58673bdfcbd7bec266f,JUNE,5,4,14,9/24/18 14:16,107765
f27a2cd79ab8f58673bdfcbd7bec266f,OCTOBER,9,3,20,9/24/18 14:16,107766
f27a2cd79ab8f58673bdfcbd7bec266f,SEPTEMBER,8,11,16,9/24/18 14:16,107767
f27a2cd79ab8f58673bdfcbd7bec266f,JULY,6,9,12,9/24/18 14:16,107768
f27a2cd79ab8f58673bdfcbd7bec266f,AUGUST,7,6,7,9/24/18 14:16,107769
f27a2cd79ab8f58673bdfcbd7bec266f,NOVEMBER,10,7,22,9/24/18 14:16,107770
f27a2cd79ab8f58673bdfcbd7bec266f,DECEMBER,11,5,3,9/24/18 14:16,107771
bb706524b04f92e82fd40744af7ba390,JANUARY,0,6,14,9/24/18 14:17,107772
bb706524b04f92e82fd40744af7ba390,FEBRUARY,1,7,2,9/24/18 14:17,107773
bb706524b04f92e82fd40744af7ba390,MARCH,2,11,18,9/24/18 14:17,107774
bb706524b04f92e82fd40744af7ba390,APRIL,3,2,18,9/24/18 14:17,107775
bb706524b04f92e82fd40744af7ba390,MAY,4,1,25,9/24/18 14:17,107776
bb706524b04f92e82fd40744af7ba390,JUNE,5,10,14,9/24/18 14:17,107777
