subject,word,word_ind,s1_value,s2_value,stamp,id
4e25758d30d2634a071a5f58f6c268e6,JANUARY,0,2,14,8/29/18 14:36,93764
4e25758d30d2634a071a5f58f6c268e6,JUNE,5,9,14,8/29/18 14:36,93765
4e25758d30d2634a071a5f58f6c268e6,MAY,4,6,25,8/29/18 14:36,93766
4e25758d30d2634a071a5f58f6c268e6,MARCH,2,3,18,8/29/18 14:36,93767
4e25758d30d2634a071a5f58f6c268e6,AUGUST,7,7,7,8/29/18 14:36,93768
4e25758d30d2634a071a5f58f6c268e6,JULY,6,8,12,8/29/18 14:36,93769
4e25758d30d2634a071a5f58f6c268e6,OCTOBER,9,4,20,8/29/18 14:36,93770
4e25758d30d2634a071a5f58f6c268e6,SEPTEMBER,8,11,16,8/29/18 14:36,93771
4e25758d30d2634a071a5f58f6c268e6,DECEMBER,11,12,3,8/29/18 14:36,93772
4e25758d30d2634a071a5f58f6c268e6,NOVEMBER,10,10,22,8/29/18 14:36,93773
0ff0c2f61f80c665b1e9edfc5502fa39,JANUARY,0,12,14,8/29/18 14:36,93774
0ff0c2f61f80c665b1e9edfc5502fa39,FEBRUARY,1,8,2,8/29/18 14:36,93775
0ff0c2f61f80c665b1e9edfc5502fa39,MARCH,2,9,18,8/29/18 14:36,93776
0ff0c2f61f80c665b1e9edfc5502fa39,APRIL,3,4,18,8/29/18 14:36,93777
0ff0c2f61f80c665b1e9edfc5502fa39,MAY,4,6,25,8/29/18 14:36,93778
0ff0c2f61f80c665b1e9edfc5502fa39,JUNE,5,2,14,8/29/18 14:36,93779
0ff0c2f61f80c665b1e9edfc5502fa39,JULY,6,10,12,8/29/18 14:36,93780
0ff0c2f61f80c665b1e9edfc5502fa39,AUGUST,7,11,7,8/29/18 14:36,93781
0ff0c2f61f80c665b1e9edfc5502fa39,SEPTEMBER,8,7,16,8/29/18 14:36,93782
0ff0c2f61f80c665b1e9edfc5502fa39,OCTOBER,9,3,20,8/29/18 14:36,93783
0ff0c2f61f80c665b1e9edfc5502fa39,DECEMBER,11,1,3,8/29/18 14:36,93784
0ff0c2f61f80c665b1e9edfc5502fa39,NOVEMBER,10,5,22,8/29/18 14:36,93785
8b979d24464541c7e4c0d1998e04b18f,MARCH,2,9,18,8/29/18 14:36,93786
8b979d24464541c7e4c0d1998e04b18f,JUNE,5,3,14,8/29/18 14:36,93787
8b979d24464541c7e4c0d1998e04b18f,JANUARY,0,5,14,8/29/18 14:36,93788
8b979d24464541c7e4c0d1998e04b18f,FEBRUARY,1,7,2,8/29/18 14:36,93789
8b979d24464541c7e4c0d1998e04b18f,APRIL,3,6,18,8/29/18 14:36,93790
8b979d24464541c7e4c0d1998e04b18f,MAY,4,8,25,8/29/18 14:36,93791
8b979d24464541c7e4c0d1998e04b18f,SEPTEMBER,8,12,16,8/29/18 14:36,93792
8b979d24464541c7e4c0d1998e04b18f,JULY,6,4,12,8/29/18 14:36,93793
8b979d24464541c7e4c0d1998e04b18f,OCTOBER,9,11,20,8/29/18 14:36,93794
8b979d24464541c7e4c0d1998e04b18f,NOVEMBER,10,10,22,8/29/18 14:36,93795
8b979d24464541c7e4c0d1998e04b18f,AUGUST,7,2,7,8/29/18 14:36,93796
8b979d24464541c7e4c0d1998e04b18f,DECEMBER,11,1,3,8/29/18 14:36,93797
bdd3dd951f16c91410475bf1c6e35308,JANUARY,0,1,14,8/29/18 14:36,93798
bdd3dd951f16c91410475bf1c6e35308,MARCH,2,10,18,8/29/18 14:36,93799
bdd3dd951f16c91410475bf1c6e35308,FEBRUARY,1,6,2,8/29/18 14:36,93800
bdd3dd951f16c91410475bf1c6e35308,APRIL,3,8,18,8/29/18 14:36,93801
bdd3dd951f16c91410475bf1c6e35308,MAY,4,3,25,8/29/18 14:36,93802
bdd3dd951f16c91410475bf1c6e35308,JUNE,5,2,14,8/29/18 14:36,93803
bdd3dd951f16c91410475bf1c6e35308,JULY,6,7,12,8/29/18 14:36,93804
bdd3dd951f16c91410475bf1c6e35308,AUGUST,7,9,7,8/29/18 14:36,93805
bdd3dd951f16c91410475bf1c6e35308,SEPTEMBER,8,12,16,8/29/18 14:36,93806
bdd3dd951f16c91410475bf1c6e35308,DECEMBER,11,5,3,8/29/18 14:36,93807
bdd3dd951f16c91410475bf1c6e35308,OCTOBER,9,11,20,8/29/18 14:36,93808
bdd3dd951f16c91410475bf1c6e35308,NOVEMBER,10,4,22,8/29/18 14:36,93809
91dd13abc0f3c1d337fda0b4d6758874,JANUARY,0,3,14,8/29/18 14:36,93810
91dd13abc0f3c1d337fda0b4d6758874,MAY,4,12,25,8/29/18 14:36,93811
91dd13abc0f3c1d337fda0b4d6758874,JUNE,5,10,14,8/29/18 14:36,93812
91dd13abc0f3c1d337fda0b4d6758874,MARCH,2,6,18,8/29/18 14:36,93813
91dd13abc0f3c1d337fda0b4d6758874,FEBRUARY,1,11,2,8/29/18 14:36,93814
91dd13abc0f3c1d337fda0b4d6758874,SEPTEMBER,8,8,16,8/29/18 14:36,93815
91dd13abc0f3c1d337fda0b4d6758874,AUGUST,7,1,7,8/29/18 14:36,93816
91dd13abc0f3c1d337fda0b4d6758874,NOVEMBER,10,4,22,8/29/18 14:36,93817
91dd13abc0f3c1d337fda0b4d6758874,OCTOBER,9,5,20,8/29/18 14:36,93818
91dd13abc0f3c1d337fda0b4d6758874,DECEMBER,11,9,3,8/29/18 14:36,93819
91dd13abc0f3c1d337fda0b4d6758874,JULY,6,2,12,8/29/18 14:36,93820
91dd13abc0f3c1d337fda0b4d6758874,APRIL,3,7,18,8/29/18 14:36,93821
d61157233d838d9cba1c9335e92c04e5,FEBRUARY,1,11,2,8/29/18 14:36,93822
d61157233d838d9cba1c9335e92c04e5,JANUARY,0,10,14,8/29/18 14:36,93823
d61157233d838d9cba1c9335e92c04e5,MARCH,2,7,18,8/29/18 14:36,93824
d61157233d838d9cba1c9335e92c04e5,APRIL,3,4,18,8/29/18 14:36,93825
d61157233d838d9cba1c9335e92c04e5,MAY,4,8,25,8/29/18 14:36,93826
d61157233d838d9cba1c9335e92c04e5,JUNE,5,2,14,8/29/18 14:36,93827
d61157233d838d9cba1c9335e92c04e5,JULY,6,12,12,8/29/18 14:36,93828
d61157233d838d9cba1c9335e92c04e5,SEPTEMBER,8,6,16,8/29/18 14:36,93829
d61157233d838d9cba1c9335e92c04e5,OCTOBER,9,9,20,8/29/18 14:36,93830
d61157233d838d9cba1c9335e92c04e5,AUGUST,7,3,7,8/29/18 14:36,93831
d61157233d838d9cba1c9335e92c04e5,DECEMBER,11,1,3,8/29/18 14:36,93832
d61157233d838d9cba1c9335e92c04e5,NOVEMBER,10,5,22,8/29/18 14:36,93833
6fc815726ca287fe5992578307c742dd,APRIL,3,9,18,8/29/18 14:37,93834
6fc815726ca287fe5992578307c742dd,FEBRUARY,1,5,2,8/29/18 14:37,93835
6fc815726ca287fe5992578307c742dd,JANUARY,0,4,14,8/29/18 14:37,93836
6fc815726ca287fe5992578307c742dd,MARCH,2,1,18,8/29/18 14:37,93837
6fc815726ca287fe5992578307c742dd,MAY,4,2,25,8/29/18 14:37,93838
6fc815726ca287fe5992578307c742dd,JUNE,5,6,14,8/29/18 14:37,93839
6fc815726ca287fe5992578307c742dd,OCTOBER,9,10,20,8/29/18 14:37,93840
6fc815726ca287fe5992578307c742dd,AUGUST,7,7,7,8/29/18 14:37,93841
6fc815726ca287fe5992578307c742dd,NOVEMBER,10,11,22,8/29/18 14:37,93842
6fc815726ca287fe5992578307c742dd,DECEMBER,11,12,3,8/29/18 14:37,93843
6fc815726ca287fe5992578307c742dd,SEPTEMBER,8,3,16,8/29/18 14:37,93844
6fc815726ca287fe5992578307c742dd,JULY,6,8,12,8/29/18 14:37,93845
86ab439ec173cad8d5636e1d2d516766,FEBRUARY,1,5,2,8/29/18 14:37,93846
86ab439ec173cad8d5636e1d2d516766,APRIL,3,1,18,8/29/18 14:37,93847
86ab439ec173cad8d5636e1d2d516766,MARCH,2,4,18,8/29/18 14:37,93848
86ab439ec173cad8d5636e1d2d516766,JUNE,5,6,14,8/29/18 14:37,93849
86ab439ec173cad8d5636e1d2d516766,JANUARY,0,12,14,8/29/18 14:37,93850
86ab439ec173cad8d5636e1d2d516766,MAY,4,3,25,8/29/18 14:37,93851
86ab439ec173cad8d5636e1d2d516766,JULY,6,11,12,8/29/18 14:37,93852
86ab439ec173cad8d5636e1d2d516766,AUGUST,7,8,7,8/29/18 14:37,93853
cd51d50d039cef8a22afc23b325fed82,JUNE,5,2,14,8/29/18 14:38,93854
cd51d50d039cef8a22afc23b325fed82,APRIL,3,1,18,8/29/18 14:38,93855
cd51d50d039cef8a22afc23b325fed82,MARCH,2,8,18,8/29/18 14:38,93856
cd51d50d039cef8a22afc23b325fed82,JANUARY,0,3,14,8/29/18 14:38,93857
cd51d50d039cef8a22afc23b325fed82,FEBRUARY,1,9,2,8/29/18 14:38,93858
cd51d50d039cef8a22afc23b325fed82,MAY,4,5,25,8/29/18 14:38,93859
cd51d50d039cef8a22afc23b325fed82,AUGUST,7,10,7,8/29/18 14:38,93860
cd51d50d039cef8a22afc23b325fed82,JULY,6,6,12,8/29/18 14:38,93861
cd51d50d039cef8a22afc23b325fed82,SEPTEMBER,8,7,16,8/29/18 14:38,93862
cd51d50d039cef8a22afc23b325fed82,NOVEMBER,10,12,22,8/29/18 14:38,93863
cd51d50d039cef8a22afc23b325fed82,OCTOBER,9,4,20,8/29/18 14:38,93864
cd51d50d039cef8a22afc23b325fed82,DECEMBER,11,11,3,8/29/18 14:38,93865
1d84280cac23e1cc7c9e9b6a70474cf2,JANUARY,0,1,14,8/29/18 14:38,93866
1d84280cac23e1cc7c9e9b6a70474cf2,FEBRUARY,1,8,2,8/29/18 14:38,93867
1d84280cac23e1cc7c9e9b6a70474cf2,APRIL,3,2,18,8/29/18 14:38,93868
1d84280cac23e1cc7c9e9b6a70474cf2,JUNE,5,3,14,8/29/18 14:38,93869
1d84280cac23e1cc7c9e9b6a70474cf2,MAY,4,6,25,8/29/18 14:38,93870
1d84280cac23e1cc7c9e9b6a70474cf2,MARCH,2,4,18,8/29/18 14:38,93871
1d84280cac23e1cc7c9e9b6a70474cf2,JULY,6,11,12,8/29/18 14:38,93872
1d84280cac23e1cc7c9e9b6a70474cf2,AUGUST,7,5,7,8/29/18 14:38,93873
1d84280cac23e1cc7c9e9b6a70474cf2,NOVEMBER,10,9,22,8/29/18 14:38,93874
1d84280cac23e1cc7c9e9b6a70474cf2,OCTOBER,9,10,20,8/29/18 14:38,93875
1d84280cac23e1cc7c9e9b6a70474cf2,SEPTEMBER,8,12,16,8/29/18 14:38,93876
1d84280cac23e1cc7c9e9b6a70474cf2,DECEMBER,11,7,3,8/29/18 14:38,93877
1f46824201b883ad2bf8f1051d245bd9,FEBRUARY,1,10,2,8/29/18 14:38,93878
1f46824201b883ad2bf8f1051d245bd9,JANUARY,0,3,14,8/29/18 14:38,93879
1f46824201b883ad2bf8f1051d245bd9,APRIL,3,11,18,8/29/18 14:38,93880
1f46824201b883ad2bf8f1051d245bd9,MAY,4,1,25,8/29/18 14:38,93881
1f46824201b883ad2bf8f1051d245bd9,JULY,6,8,12,8/29/18 14:38,93882
1f46824201b883ad2bf8f1051d245bd9,AUGUST,7,5,7,8/29/18 14:38,93883
1f46824201b883ad2bf8f1051d245bd9,JUNE,5,6,14,8/29/18 14:38,93884
5be144e925d8147fa553cb3a53b38437,FEBRUARY,1,10,2,8/29/18 14:38,93885
5be144e925d8147fa553cb3a53b38437,JANUARY,0,5,14,8/29/18 14:38,93886
5be144e925d8147fa553cb3a53b38437,MAY,4,7,25,8/29/18 14:38,93887
5be144e925d8147fa553cb3a53b38437,MARCH,2,2,18,8/29/18 14:38,93888
5be144e925d8147fa553cb3a53b38437,APRIL,3,11,18,8/29/18 14:38,93889
5be144e925d8147fa553cb3a53b38437,JUNE,5,3,14,8/29/18 14:38,93890
5be144e925d8147fa553cb3a53b38437,JULY,6,4,12,8/29/18 14:38,93891
5be144e925d8147fa553cb3a53b38437,AUGUST,7,6,7,8/29/18 14:38,93892
5be144e925d8147fa553cb3a53b38437,OCTOBER,9,8,20,8/29/18 14:38,93893
5be144e925d8147fa553cb3a53b38437,SEPTEMBER,8,1,16,8/29/18 14:38,93894
5be144e925d8147fa553cb3a53b38437,NOVEMBER,10,12,22,8/29/18 14:38,93895
5be144e925d8147fa553cb3a53b38437,DECEMBER,11,9,3,8/29/18 14:38,93896
1f46824201b883ad2bf8f1051d245bd9,SEPTEMBER,8,9,16,8/29/18 14:38,93897
1f46824201b883ad2bf8f1051d245bd9,OCTOBER,9,12,20,8/29/18 14:38,93898
1f46824201b883ad2bf8f1051d245bd9,NOVEMBER,10,4,22,8/29/18 14:38,93899
86f14ae92cd87d1d5615bcdbf089c902,APRIL,3,9,18,8/29/18 14:38,93901
86f14ae92cd87d1d5615bcdbf089c902,JANUARY,0,6,14,8/29/18 14:38,93900
86f14ae92cd87d1d5615bcdbf089c902,MAY,4,2,25,8/29/18 14:38,93902
86f14ae92cd87d1d5615bcdbf089c902,FEBRUARY,1,11,2,8/29/18 14:38,93903
86f14ae92cd87d1d5615bcdbf089c902,MARCH,2,10,18,8/29/18 14:38,93904
86f14ae92cd87d1d5615bcdbf089c902,JUNE,5,5,14,8/29/18 14:38,93905
86f14ae92cd87d1d5615bcdbf089c902,JULY,6,7,12,8/29/18 14:38,93906
86f14ae92cd87d1d5615bcdbf089c902,DECEMBER,11,12,3,8/29/18 14:38,93907
86f14ae92cd87d1d5615bcdbf089c902,SEPTEMBER,8,8,16,8/29/18 14:38,93908
86f14ae92cd87d1d5615bcdbf089c902,AUGUST,7,1,7,8/29/18 14:38,93909
86f14ae92cd87d1d5615bcdbf089c902,OCTOBER,9,3,20,8/29/18 14:38,93910
86f14ae92cd87d1d5615bcdbf089c902,NOVEMBER,10,4,22,8/29/18 14:38,93911
93ae35569c40923bb19681c5f393abe8,FEBRUARY,1,10,2,8/29/18 14:39,93912
93ae35569c40923bb19681c5f393abe8,JANUARY,0,12,14,8/29/18 14:39,93913
93ae35569c40923bb19681c5f393abe8,APRIL,3,3,18,8/29/18 14:39,93914
93ae35569c40923bb19681c5f393abe8,MARCH,2,6,18,8/29/18 14:39,93915
93ae35569c40923bb19681c5f393abe8,MAY,4,7,25,8/29/18 14:39,93916
93ae35569c40923bb19681c5f393abe8,JUNE,5,2,14,8/29/18 14:39,93917
93ae35569c40923bb19681c5f393abe8,AUGUST,7,5,7,8/29/18 14:39,93918
93ae35569c40923bb19681c5f393abe8,JULY,6,9,12,8/29/18 14:39,93919
93ae35569c40923bb19681c5f393abe8,SEPTEMBER,8,1,16,8/29/18 14:39,93920
93ae35569c40923bb19681c5f393abe8,OCTOBER,9,8,20,8/29/18 14:39,93921
93ae35569c40923bb19681c5f393abe8,NOVEMBER,10,4,22,8/29/18 14:39,93922
93ae35569c40923bb19681c5f393abe8,DECEMBER,11,11,3,8/29/18 14:39,93923
c23919108fbd371065df42bc9b7bad71,FEBRUARY,1,2,2,8/29/18 14:39,93924
c23919108fbd371065df42bc9b7bad71,APRIL,3,12,18,8/29/18 14:39,93925
c23919108fbd371065df42bc9b7bad71,JANUARY,0,10,14,8/29/18 14:39,93926
c23919108fbd371065df42bc9b7bad71,JUNE,5,8,14,8/29/18 14:39,93927
c23919108fbd371065df42bc9b7bad71,MARCH,2,4,18,8/29/18 14:39,93928
c23919108fbd371065df42bc9b7bad71,MAY,4,6,25,8/29/18 14:39,93929
c23919108fbd371065df42bc9b7bad71,JULY,6,1,12,8/29/18 14:39,93930
c23919108fbd371065df42bc9b7bad71,AUGUST,7,5,7,8/29/18 14:39,93931
c23919108fbd371065df42bc9b7bad71,SEPTEMBER,8,11,16,8/29/18 14:39,93932
c23919108fbd371065df42bc9b7bad71,OCTOBER,9,3,20,8/29/18 14:39,93933
c23919108fbd371065df42bc9b7bad71,NOVEMBER,10,9,22,8/29/18 14:39,93934
c23919108fbd371065df42bc9b7bad71,DECEMBER,11,7,3,8/29/18 14:39,93935
edd1f6cb085d2a2e4e991fabf6296fe2,FEBRUARY,1,2,2,8/29/18 14:39,93936
edd1f6cb085d2a2e4e991fabf6296fe2,JANUARY,0,6,14,8/29/18 14:39,93937
edd1f6cb085d2a2e4e991fabf6296fe2,MAY,4,1,25,8/29/18 14:39,93938
edd1f6cb085d2a2e4e991fabf6296fe2,MARCH,2,7,18,8/29/18 14:39,93939
edd1f6cb085d2a2e4e991fabf6296fe2,APRIL,3,5,18,8/29/18 14:39,93940
edd1f6cb085d2a2e4e991fabf6296fe2,JUNE,5,10,14,8/29/18 14:39,93941
edd1f6cb085d2a2e4e991fabf6296fe2,JULY,6,11,12,8/29/18 14:39,93942
edd1f6cb085d2a2e4e991fabf6296fe2,OCTOBER,9,9,20,8/29/18 14:39,93943
edd1f6cb085d2a2e4e991fabf6296fe2,SEPTEMBER,8,3,16,8/29/18 14:39,93944
edd1f6cb085d2a2e4e991fabf6296fe2,AUGUST,7,8,7,8/29/18 14:39,93945
edd1f6cb085d2a2e4e991fabf6296fe2,NOVEMBER,10,4,22,8/29/18 14:39,93946
edd1f6cb085d2a2e4e991fabf6296fe2,DECEMBER,11,12,3,8/29/18 14:39,93947
7b8949815893b47f623d333dee1e5d23,FEBRUARY,1,7,2,8/29/18 14:39,93948
7b8949815893b47f623d333dee1e5d23,APRIL,3,9,18,8/29/18 14:39,93949
7b8949815893b47f623d333dee1e5d23,MARCH,2,3,18,8/29/18 14:39,93950
7b8949815893b47f623d333dee1e5d23,JUNE,5,12,14,8/29/18 14:39,93951
7b8949815893b47f623d333dee1e5d23,JANUARY,0,4,14,8/29/18 14:39,93952
7b8949815893b47f623d333dee1e5d23,MAY,4,6,25,8/29/18 14:39,93953
7b8949815893b47f623d333dee1e5d23,JULY,6,2,12,8/29/18 14:39,93954
7b8949815893b47f623d333dee1e5d23,AUGUST,7,1,7,8/29/18 14:39,93955
7b8949815893b47f623d333dee1e5d23,SEPTEMBER,8,8,16,8/29/18 14:39,93956
7b8949815893b47f623d333dee1e5d23,OCTOBER,9,10,20,8/29/18 14:39,93957
7b8949815893b47f623d333dee1e5d23,NOVEMBER,10,11,22,8/29/18 14:39,93958
7b8949815893b47f623d333dee1e5d23,DECEMBER,11,5,3,8/29/18 14:39,93959
9ef57b60468e462b7dbaa03f43736c52,JANUARY,0,5,14,8/29/18 14:39,93960
9ef57b60468e462b7dbaa03f43736c52,FEBRUARY,1,2,2,8/29/18 14:39,93961
9ef57b60468e462b7dbaa03f43736c52,MARCH,2,3,18,8/29/18 14:39,93962
9ef57b60468e462b7dbaa03f43736c52,APRIL,3,11,18,8/29/18 14:39,93963
9ef57b60468e462b7dbaa03f43736c52,MAY,4,8,25,8/29/18 14:39,93964
9ef57b60468e462b7dbaa03f43736c52,JUNE,5,4,14,8/29/18 14:39,93965
9ef57b60468e462b7dbaa03f43736c52,AUGUST,7,10,7,8/29/18 14:39,93966
9ef57b60468e462b7dbaa03f43736c52,JULY,6,1,12,8/29/18 14:39,93967
9ef57b60468e462b7dbaa03f43736c52,SEPTEMBER,8,12,16,8/29/18 14:39,93968
9ef57b60468e462b7dbaa03f43736c52,OCTOBER,9,9,20,8/29/18 14:39,93969
9ef57b60468e462b7dbaa03f43736c52,NOVEMBER,10,6,22,8/29/18 14:39,93970
9ef57b60468e462b7dbaa03f43736c52,DECEMBER,11,7,3,8/29/18 14:39,93971
1c32b16f6b1a4151e15cb9ecc04e0644,FEBRUARY,1,2,2,8/29/18 14:39,93972
1c32b16f6b1a4151e15cb9ecc04e0644,JANUARY,0,4,14,8/29/18 14:39,93973
1c32b16f6b1a4151e15cb9ecc04e0644,JUNE,5,1,14,8/29/18 14:39,93974
1c32b16f6b1a4151e15cb9ecc04e0644,MAY,4,9,25,8/29/18 14:39,93975
1c32b16f6b1a4151e15cb9ecc04e0644,MARCH,2,8,18,8/29/18 14:39,93976
1c32b16f6b1a4151e15cb9ecc04e0644,APRIL,3,7,18,8/29/18 14:39,93977
1c32b16f6b1a4151e15cb9ecc04e0644,AUGUST,7,5,7,8/29/18 14:39,93978
1c32b16f6b1a4151e15cb9ecc04e0644,JULY,6,12,12,8/29/18 14:39,93979
1c32b16f6b1a4151e15cb9ecc04e0644,SEPTEMBER,8,10,16,8/29/18 14:39,93980
1c32b16f6b1a4151e15cb9ecc04e0644,OCTOBER,9,6,20,8/29/18 14:39,93981
1c32b16f6b1a4151e15cb9ecc04e0644,NOVEMBER,10,11,22,8/29/18 14:39,93982
1c32b16f6b1a4151e15cb9ecc04e0644,DECEMBER,11,3,3,8/29/18 14:39,93983
90b3e694e3020c9dc4123257e9fd665e,FEBRUARY,1,12,2,8/29/18 14:39,93984
90b3e694e3020c9dc4123257e9fd665e,APRIL,3,1,18,8/29/18 14:39,93985
90b3e694e3020c9dc4123257e9fd665e,JANUARY,0,7,14,8/29/18 14:39,93986
90b3e694e3020c9dc4123257e9fd665e,MARCH,2,2,18,8/29/18 14:39,93987
90b3e694e3020c9dc4123257e9fd665e,MAY,4,11,25,8/29/18 14:39,93988
90b3e694e3020c9dc4123257e9fd665e,JUNE,5,6,14,8/29/18 14:39,93989
90b3e694e3020c9dc4123257e9fd665e,DECEMBER,11,3,3,8/29/18 14:39,93990
90b3e694e3020c9dc4123257e9fd665e,SEPTEMBER,8,9,16,8/29/18 14:39,93991
90b3e694e3020c9dc4123257e9fd665e,AUGUST,7,8,7,8/29/18 14:39,93992
90b3e694e3020c9dc4123257e9fd665e,NOVEMBER,10,5,22,8/29/18 14:39,93993
90b3e694e3020c9dc4123257e9fd665e,OCTOBER,9,4,20,8/29/18 14:39,93994
90b3e694e3020c9dc4123257e9fd665e,JULY,6,10,12,8/29/18 14:39,93995
16a35a8854ad1fd890e15a3b40b4a9af,FEBRUARY,1,8,2,8/29/18 14:39,93996
16a35a8854ad1fd890e15a3b40b4a9af,JANUARY,0,1,14,8/29/18 14:39,93997
16a35a8854ad1fd890e15a3b40b4a9af,MARCH,2,3,18,8/29/18 14:39,93998
16a35a8854ad1fd890e15a3b40b4a9af,APRIL,3,6,18,8/29/18 14:39,93999
16a35a8854ad1fd890e15a3b40b4a9af,JUNE,5,7,14,8/29/18 14:39,94000
16a35a8854ad1fd890e15a3b40b4a9af,MAY,4,11,25,8/29/18 14:39,94001
16a35a8854ad1fd890e15a3b40b4a9af,AUGUST,7,5,7,8/29/18 14:39,94002
16a35a8854ad1fd890e15a3b40b4a9af,SEPTEMBER,8,10,16,8/29/18 14:39,94003
16a35a8854ad1fd890e15a3b40b4a9af,JULY,6,4,12,8/29/18 14:39,94004
16a35a8854ad1fd890e15a3b40b4a9af,NOVEMBER,10,12,22,8/29/18 14:39,94005
16a35a8854ad1fd890e15a3b40b4a9af,OCTOBER,9,9,20,8/29/18 14:39,94006
16a35a8854ad1fd890e15a3b40b4a9af,DECEMBER,11,2,3,8/29/18 14:39,94007
934d8482fbfe6375d9cd11448234cfb4,APRIL,3,4,18,8/29/18 14:40,94009
934d8482fbfe6375d9cd11448234cfb4,JUNE,5,11,14,8/29/18 14:40,94008
934d8482fbfe6375d9cd11448234cfb4,MAY,4,2,25,8/29/18 14:40,94010
934d8482fbfe6375d9cd11448234cfb4,MARCH,2,6,18,8/29/18 14:40,94011
934d8482fbfe6375d9cd11448234cfb4,JANUARY,0,3,14,8/29/18 14:40,94012
934d8482fbfe6375d9cd11448234cfb4,FEBRUARY,1,5,2,8/29/18 14:40,94013
934d8482fbfe6375d9cd11448234cfb4,AUGUST,7,8,7,8/29/18 14:40,94014
934d8482fbfe6375d9cd11448234cfb4,SEPTEMBER,8,7,16,8/29/18 14:40,94015
934d8482fbfe6375d9cd11448234cfb4,JULY,6,10,12,8/29/18 14:40,94016
934d8482fbfe6375d9cd11448234cfb4,OCTOBER,9,1,20,8/29/18 14:40,94017
934d8482fbfe6375d9cd11448234cfb4,NOVEMBER,10,12,22,8/29/18 14:40,94018
934d8482fbfe6375d9cd11448234cfb4,DECEMBER,11,9,3,8/29/18 14:40,94019
25e40de4786d87dff85e6081a68f8f18,JANUARY,0,6,14,8/29/18 14:40,94021
25e40de4786d87dff85e6081a68f8f18,FEBRUARY,1,10,2,8/29/18 14:40,94020
25e40de4786d87dff85e6081a68f8f18,MARCH,2,1,18,8/29/18 14:40,94022
25e40de4786d87dff85e6081a68f8f18,APRIL,3,8,18,8/29/18 14:40,94023
25e40de4786d87dff85e6081a68f8f18,JUNE,5,11,14,8/29/18 14:40,94024
25e40de4786d87dff85e6081a68f8f18,MAY,4,2,25,8/29/18 14:40,94025
25e40de4786d87dff85e6081a68f8f18,JULY,6,4,12,8/29/18 14:40,94026
25e40de4786d87dff85e6081a68f8f18,SEPTEMBER,8,3,16,8/29/18 14:40,94027
25e40de4786d87dff85e6081a68f8f18,AUGUST,7,5,7,8/29/18 14:40,94028
25e40de4786d87dff85e6081a68f8f18,OCTOBER,9,7,20,8/29/18 14:40,94029
25e40de4786d87dff85e6081a68f8f18,DECEMBER,11,9,3,8/29/18 14:40,94030
25e40de4786d87dff85e6081a68f8f18,NOVEMBER,10,12,22,8/29/18 14:40,94031
